pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_teff,st_rad,pl_density,interior_esi,surface_esi,habitability_index
Kepler-85 c,1.978,2.15,706.0,0.10363,5505.2,0.875,1.5316797568870997,0.5719184665375879,0.029150437650888903,0.1291188351875742
TOI-2525 b,8.67575106,26.69758619,512.97,0.1511,5096.0,0.785,0.2254027061598709,0.16365372602254025,0.10186397965397365,0.1291139799473977
Kepler-122 d,2.2,5.48,747.0,0.155,6050.0,1.216,2.8374021306788344,0.7114748689997092,0.023088711464936507,0.12816800679142898
K2-168 b,1.86,4.12,766.35,,5502.7,0.83,3.529935402282049,0.7912013916492611,0.0207513976359732,0.12813483011363141
K2-414 c,1.9287,4.38,762.62,0.0552,4343.0,0.732,3.365801065429095,0.7736482124591773,0.02117940453171138,0.12800550166656238
GJ 317 b,13.3,794.5,100.32,1.138,3496.0,0.403,1.8618614209540336,0.3961337796409213,0.041212797073733626,0.12777237993554164
Kepler-863 b,2.9,8.75,718.0,0.122,5678.0,0.95,1.9779824495737661,0.5876043578710624,0.02720018976393144,0.1264236925588158
Kepler-597 b,2.37,6.21,743.0,0.10916,5683.0,0.95,2.5719050823068588,0.6767630077859954,0.023609846431031298,0.1264051845615131
Kepler-1152 b,0.87,0.59,806.0,0.0223,3964.0,0.53,4.939723366131309,0.9506979712456544,0.01677836896235238,0.12629790708210276
Kepler-1693 b,1.28938413,2.21,807.0,0.1011,5432.34,0.878295,5.683994992082786,0.9541877759422164,0.01669040131190904,0.1261973728228664
Kepler-496 b,2.32,5.99,747.0,0.0747,5293.0,0.82,2.6446684984256374,0.6865726211800686,0.023088711464936507,0.12590503226698987
Kepler-1959 b,1.14315727,1.57,811.0,0.0617,5071.0,0.811,5.794154602050707,0.9672259115303096,0.016343925742927687,0.1257309368241839
Kepler-282 b,1.01,1.01,817.0,0.082,5602.0,0.904,5.404625760797071,0.9934101571372461,0.015839981875958403,0.12544161544099697
K2-128 b,1.42,2.6,803.1,0.056,4469.51,0.777569,5.006297906578608,0.9225756862737797,0.01703658389933581,0.12536960589668678
Kepler-287 b,2.33,83.0,667.0,0.145,5806.0,1.032,36.175846631558215,0.42439492333740786,0.03673187038378446,0.12485519338644192
Kepler-1125 b,1.84,4.04,778.0,0.1348,5683.0,0.94,3.5754957864863606,0.796099326569779,0.019478781614531253,0.1245272858683113
TOI-1279 b,2.66146528,10.6,759.0,0.085,5457.0,0.8426,3.0999295556894935,0.7060758953629431,0.021604777286944293,0.12350956427336375
Kepler-242 b,2.61,7.32,742.0,0.075,5020.0,0.85,2.2698540514803014,0.6334964896685861,0.023742289665379182,0.12264035697808638
Kepler-233 b,2.43,6.48,751.0,0.077,5360.0,0.758,2.4898005559627174,0.6654056147778548,0.022581087322907915,0.12257888191875452
TOI-1437 b,2.24,9.6,794.23,0.14,6008.0,1.17,4.709074405454877,0.8343045342167936,0.017855954835803642,0.12205451274853078
HD 164922 d,1.83,4.0,787.68,0.103,5390.0,0.946,3.598446884909174,0.798554060642323,0.018490930283505597,0.12151546182666424
Kepler-1987 d,2.66,7.56,744.0,0.0571,4769.0,0.714,2.2145488266854145,0.625126602165763,0.02347827354788941,0.12114822890868203
Kepler-556 b,2.24,5.65,766.0,0.09833,5740.0,0.98,2.7714864990437564,0.7030766253571266,0.020791122716548566,0.12090389736041125
Kepler-1188 b,2.08,4.98,775.0,0.135,5913.0,1.06,3.05103867202765,0.7377097321494018,0.019797477988361355,0.12085028830759045
Kepler-113 b,1.82,11.7,775.0,0.05123,4725.0,0.69,10.699908708252499,0.7375765516163905,0.019797477988361355,0.12083937911689617
Kepler-559 b,3.61,12.7,706.0,0.1277,5630.0,0.95,1.4883000273728852,0.4988939375495649,0.029150437650888903,0.12059426446122988
TOI-1249 b,3.2710301,11.9,726.89,0.109,5497.0,0.9785,1.8745702240220965,0.5605201353377102,0.025854190956747014,0.12038186995608118
Kepler-1600 c,1.94206512,4.43,786.0,0.06961,5119.0,0.834,3.334423329650977,0.7702409353755576,0.01865806114386544,0.1198799502324941
Kepler-24 e,2.78,26.2118,792.0,0.138,5897.0,1.289,6.726216349198715,0.7886500135996459,0.01806920723641703,0.11937453887967531
Kepler-237 b,1.41,2.57,823.0,0.05,4861.0,0.725,5.054569353673497,0.9261472737375892,0.015354260235435449,0.11924892560231315
K2-104 b,1.79,3.86,798.0,0.0242,3712.0,0.48,3.710535459360623,0.8097508936864772,0.017502144753854913,0.1190477944183096
Kepler-1129 b,2.96,9.06,737.0,0.16481,5831.0,1.0,1.9260228668132158,0.5789326657530377,0.024417795490202395,0.11889600260292763
Kepler-1782 b,2.22927435,5.6,773.0,0.05825,4931.0,0.734,2.7868002723653467,0.705121771715772,0.02001335978355618,0.11879333191962549
K2-224 c,2.41,6.39,764.0,0.0886,5620.0,0.84,2.516854472987345,0.669170675993033,0.021019851129720192,0.11859961209779642
Kepler-177 c,8.73,14.7,497.0,0.25655,5732.0,1.324,0.12181000980025732,0.11870695168737955,0.11453706024089497,0.11660336734601794
Kepler-1307 b,2.47,6.66,768.0,0.1369,5884.0,1.08,2.436642101520653,0.6579395967547059,0.020565323547539854,0.11632171199736716
Kepler-244 c,2.05,4.86,791.0,0.087,5554.0,0.803,3.110162356267959,0.7446587830332022,0.01816581064593946,0.11630705244488344
Kepler-1556 b,1.96,4.5,797.0,0.0829,5608.0,0.95,3.2949791758284865,0.7658575202951114,0.0175951816361668,0.11608359994855771
Kepler-1705 b,2.03,4.47,789.0,0.08,6312.0,1.259,2.9459663638799607,0.732213909478772,0.01836085073744576,0.1159485674763658
HD 92788 c,13.0,1166.4361,91.27,10.5,5744.0,1.14,2.9271115254122813,0.4723124983235254,0.028082963802716618,0.11516915730346479
Kepler-182 c,3.43,11.6,729.0,0.157,6250.0,1.146,1.5848348170619162,0.5180323149919646,0.025546354435798935,0.11503841587914085
HD 213472 b,13.1,1112.3994245,91.76,13.0,5729.54,1.433902,2.7280683246034547,0.459762050394341,0.028707249710095816,0.11488474218927422
Kepler-279 c,4.3,49.4,774.0,0.2236,6689.45,1.07,3.4255472057341017,0.6571381538250144,0.019905073769746123,0.11436950392828364
Kepler-674 b,1.69,3.5,822.0,0.028,4192.0,0.57,3.9977561956691936,0.8376549711010276,0.015433980891525078,0.11370290593324452
TOI-2407 b,4.26,16.8,705.0,0.033,3530.0,0.567,1.1980883878991535,0.4376479046603923,0.029320279250137818,0.1132782361174484
Kepler-698 b,3.68,13.1,727.0,0.1255,5612.0,0.91,1.4492263243493602,0.4912044458898942,0.025838034915807495,0.11265770112914146
Kepler-1955 b,1.16654878,1.69,853.0,0.11959,5825.0,1.291,5.8693008015356325,0.960826236117384,0.01317375916432635,0.11250641507654832
2MASS J19383260+4603591 b,13.4,603.877,669.65,0.92,29564.0,0.203,1.3837016800948607,0.3496205300260627,0.03614829648814571,0.1124196894575179
KOI-134 b,12.03844527,346.43296363,659.0,0.363,6160.0,1.667,1.094753583756579,0.3246506006538993,0.03856220068331268,0.11188941690067773
K2-89 b,0.615,0.17,830.07,0.01462,3691.0,0.318,4.029321754043233,0.8454775216381191,0.014804280411749745,0.11187799744436762
Kepler-179 c,2.0,4.66,810.0,0.064,5302.0,0.759,3.211473215228147,0.7563734415711524,0.01642974304339123,0.11147655040347959
TOI-6695 b,9.52763359,66.74396547,599.0,0.402,6400.0,1.517,0.42546637177499275,0.22035600429390573,0.05632570861982676,0.11140784573129411
Kepler-1892 b,1.83707938,4.03,822.0,0.0633,5383.0,0.759,3.5836835490210475,0.7969237576796596,0.015433980891525078,0.1109040398183503
Kepler-375 b,1.45,2.7,851.0,0.101,5826.0,0.837,4.8827909612335265,0.9128890341394289,0.013307239526957048,0.11021811574703066
Kepler-838 b,2.73,7.9,777.0,0.1266,5770.0,0.96,2.140659165437033,0.6137218956519349,0.019584336911328725,0.10963273404557065
Kepler-1641 c,2.95,9.01,767.0,0.2065,6152.0,1.19,1.9349382842330605,0.5804110105558875,0.020677859689182964,0.10955207637617616
Kepler-1679 b,2.0692036,4.93,813.0,0.0892,5501.0,0.873196,3.0679312120964832,0.7398522665072864,0.01617387165811506,0.10939047309731496
Kepler-989 b,2.21,5.52,805.0,0.0734,5074.0,0.78,2.819490471205049,0.7092528454039879,0.016866883856981502,0.10937497597102694
TYC 2187-512-1 b,12.5,104.88337431,114.69,1.22,3734.0,0.495,0.2960635801330269,0.17108568933766855,0.06972131605453602,0.10921684585593813
Kepler-1327 b,1.8,3.89,831.0,0.11151,5885.0,1.03,3.6773965180232455,0.8066046800886091,0.014733677439055324,0.10901492181008056
Kepler-139 b,2.94,7.0,752.0,0.127,5594.0,1.3,1.5186735295999614,0.5261800597365401,0.022456244952764833,0.10870155615585353
Kepler-292 d,2.23,5.6,808.0,0.068,5299.0,0.826,2.7840806531128695,0.7048320291944713,0.01660297701178323,0.10817721561347533
Kepler-117 c,12.341,584.78,704.0,0.2804,6150.0,1.606,1.7153384732938102,0.39088943284742605,0.029491288971600173,0.10736774757835028
TOI-1648 b,2.54,7.4,799.0,0.0694,4850.0,0.81,2.489653708898634,0.6594318459027786,0.017409687429328604,0.10714710597170864
NGC 2682 Sand 1429 b,13.4,572.0911326,683.0,0.384,6000.0,2.13,1.310868705623814,0.341586911655034,0.03336950346719194,0.10676415893369855
K2-86 b,1.96,4.5,830.49,0.077,5482.0,0.76,3.2949791758284865,0.7658575202951114,0.01477234590850026,0.10636499521189123
Kepler-668 b,2.7,7.75,790.0,0.0768,5352.0,0.82,2.1707948597299933,0.6184517973089565,0.018263023667672944,0.1062769956837713
Kepler-112 b,2.36,6.17,809.0,0.076,5544.0,0.841,2.5879598219248554,0.6788740769156031,0.01651609219943894,0.10588836973977409
Kepler-1664 b,3.03320653,9.45,776.0,0.1137,5735.81,1.072,1.8669566596818032,0.5688224284587777,0.01969056737601627,0.10583211399455629
HD 74156 b,13.5,532.36258173,679.63,0.28,6068.0,1.510576,1.1929289867685913,0.3271839200587979,0.034046459931451355,0.10554361290242553
Kepler-948 b,1.85,4.08,841.0,0.0749,5679.0,0.94,3.552657596342724,0.7936483613861003,0.01399905405449262,0.10540553264086053
TOI-220 b,3.03,13.8,805.0,0.08911,5298.0,0.858,2.7350141363769573,0.6575724805706228,0.016866883856981502,0.10531475992154148
Kepler-1717 b,2.98929758,9.21,780.0,0.2014,6200.0,1.64,1.900905613007327,0.5747141273642112,0.019269676811306147,0.10523571396251459
Kepler-873 b,3.75,13.5,749.0,0.1542,6163.0,1.27,1.4113942370788077,0.4836656117129704,0.022833235983309916,0.10508877699000116
Kepler-29 b,2.55,5.0,777.0,0.08482,5378.0,0.732,1.6624853905629342,0.5627968839708627,0.019584336911328725,0.10498573135589119
TOI-5159 b,1.54732112,3.01,866.29,,5156.16,0.854084,4.479540936768362,0.880569850349311,0.012325808817022629,0.10418126331274657
K2-290 c,11.276254,246.00042,676.0,0.305,6302.0,1.511,0.9459096877836672,0.30918126250226535,0.034793840057995164,0.10371886711892316
HD 51608 b,3.62,12.77,759.92,0.1059,5358.0,0.916136,1.4841355231995528,0.4979976288917874,0.021495724058279462,0.10346409818065068
Kepler-219 c,3.58,12.5,766.0,0.165,5786.0,1.491,1.5019978381479206,0.5017537949856252,0.020791122716548566,0.10213728371677057
Kepler-1984 b,6.81,37.3,675.0,0.0238,3638.0,0.42,0.6511422420424636,0.2953159348769047,0.035003117809334634,0.10167093222485024
Kepler-134 c,1.26,2.13,892.0,0.092,5983.0,1.176,5.870516899420293,0.9492773816090386,0.010861197493993153,0.10153959384514237
Kepler-136 c,1.99,4.62,847.0,0.133,6165.0,1.355,3.2321471213395854,0.758735436389277,0.01357901553677797,0.10150310477534176
KOI-142 b,3.438,9.5,758.0,0.09586,5466.0,0.897,1.2888855737462557,0.47424931687970606,0.021724054192983885,0.10150181210638716
Kepler-123 b,2.94,55.3,817.0,0.135,6089.0,1.264,11.997520883839693,0.6434563472046089,0.015839981875958403,0.10095710414671868
Kepler-392 c,1.1,1.37,901.0,0.093,5938.0,1.129,5.674804261357669,0.9783900224804826,0.010397690079883917,0.10086127220594987
Kepler-792 b,1.96,4.5,852.0,0.0988,5971.0,1.12,3.2949791758284865,0.7658575202951114,0.013240300994532246,0.1006984810592164
HD 109271 c,5.27,24.154,716.68,0.196,5783.0,1.294595,0.9098411830240191,0.36782771243946194,0.027407017098662886,0.10040448398448343
Kepler-1303 b,1.42,2.6,891.0,0.0751,5771.0,1.0,5.006297906578608,0.9225756862737797,0.010914187645293312,0.10034522488378451
Kepler-764 b,1.64,3.33,875.0,0.0724,5557.0,0.89,4.162181972725495,0.8526458076316793,0.011804942281146417,0.10032663926073397
Kepler-19 b,2.209,6.1,851.0,0.0846,5541.0,0.859,3.119974625139382,0.7347421464431635,0.013307239526957048,0.09888068432848617
Kepler-882 b,1.23,2.04,903.0,0.04741,5476.0,0.87,6.043982631064848,0.9452187996783225,0.010297879869226112,0.0986597671253154
Kepler-204 b,2.53,6.94,828.0,0.117,5812.0,1.238,2.362687488043357,0.6472549112606698,0.014962866276623247,0.09841132396264694
TOI-4578 b,2.26974262,5.77,842.42,,5951.32,0.878735,2.720535201092586,0.6966173479153935,0.013898277020520005,0.09839604097029567
TOI-697 b,2.35859364,6.16,839.8,,5681.95,0.968149,2.588390023895058,0.6789961631880627,0.014084890060991312,0.09779359033361429
Kepler-104 b,3.1,19.6,852.0,0.094,5711.0,1.349,3.62726565997604,0.7203432026893415,0.013240300994532246,0.09766043632388825
TOI-206 b,1.3,2.24,910.0,0.0112,3383.0,0.35,5.621165031606538,0.9558044231523559,0.00995733042659402,0.09755644758050643
Kepler-1130 b,0.8,0.437,904.0,0.05963,5403.0,0.81,4.705652478053582,0.9254795563515805,0.010248398635076018,0.09738933936578632
K2-37 c,2.41,6.39,839.0,0.06534,5352.0,0.809,2.516854472987345,0.669170675993033,0.014142458919156555,0.09728164675382346
Kepler-273 c,1.98,4.58,865.0,0.073,5626.0,0.815,3.2529566946294453,0.7611035294253194,0.012405235580797168,0.09716824884650992
Kepler-1851 b,3.90012032,14.5,776.0,0.1016,5982.0,0.879,1.3475421568668966,0.46999225068366857,0.01969056737601627,0.09619986527169518
Kepler-391 c,2.88,450.0,662.0,0.164,5038.0,2.879,103.85882980137754,0.24251332302629827,0.03786349416667807,0.09582484955244104
TOI-5624 d,3.584,4.9,712.6,0.1067,5327.0,0.82,0.5868139797650377,0.3269697303946012,0.028058127575748455,0.09578182713239394
Kepler-216 c,3.04,9.48,814.0,0.136,6091.0,1.26,1.8603555790145918,0.567745147189359,0.01608962742373639,0.09557618892753132
TOI-1260 b,2.41,8.56,871.0,0.0367,4227.0,0.672,3.371560921560513,0.7412375544579305,0.012040856027064457,0.09447293091188233
EPIC 249893012 d,3.94,10.18,752.0,0.22,5430.0,1.71,0.9176297539511313,0.39523219607665755,0.022456244952764833,0.09420950593393748
Kepler-432 b,12.834305,1719.4603,812.0,0.301,4995.0,4.06,4.484184363935339,0.5438229959039409,0.016258636527832854,0.09403095461537817
Kepler-1254 c,1.3,2.24,927.0,0.0422,4985.0,0.75,5.621165031606538,0.9558044231523559,0.009184088573337731,0.09369200862944083
Kepler-414 c,3.01,29.9,890.0,0.07195,5536.0,0.946,6.0447741086300715,0.7996264932498203,0.010967482926001013,0.09364769037138859
Kepler-1713 b,1.71673535,3.59,900.0,0.14185,6477.0,1.459,3.911945297066394,0.8296712298189602,0.010448022775230176,0.09310437103112681
HD 43691 b,13.2,810.4665,761.79,0.238,6093.0,1.6,1.942771166146102,0.40369928923818477,0.02127605559480008,0.09267755133479141
Kepler-980 b,2.67,7.61,845.0,0.09993,5935.0,1.06,2.204241867670409,0.6235288834393693,0.013717355672236642,0.09248333615333311
GJ 3222 b,3.4,11.44182265,811.06,0.091,5257.46,0.931389,1.6049696903750037,0.5217623727162031,0.016338793535425403,0.09233075155311864
Kepler-919 b,2.25,5.69,869.0,0.0981,6113.0,1.21,2.7540580277703763,0.7008821399765055,0.01216089576317093,0.09232201604450838
Kepler-1804 b,1.59615726,3.18,913.0,0.1017,5109.0,1.671,4.311302159774583,0.8658952070660455,0.009815456889620645,0.09219087306174029
Kepler-156 b,2.3,5.9,867.0,0.054,5094.0,0.807,2.6734796217371297,0.6904502966326962,0.012282349209764344,0.092088824811853
Kepler-534 c,1.227,2.02,933.0,0.0761,5936.0,0.965,6.028733075999748,0.9462498900291212,0.00892823974933536,0.09191488389244809
TOI-1052 c,6.48,34.3,719.0,0.2263,6146.0,1.264,0.694988273677744,0.30840696313897076,0.027044727086006578,0.09132788265101494
Kepler-109 c,2.65,8.2,859.0,0.1546,5950.0,1.387,2.429319325694665,0.6478005976704133,0.012782688852605204,0.09099798612360924
Kepler-245 b,2.57,146.78,753.0,0.071,5100.0,0.795,47.673373826995864,0.3652247176803457,0.022332215676346842,0.09031210973933876
Kepler-1063 b,1.49,2.83,931.0,0.1176,5945.0,1.14,4.716675568519085,0.8997360027686196,0.009012577615513573,0.09004965607054877
Kepler-1633 b,1.58,3.12,925.0,0.3875,6256.0,1.32,4.361056443911631,0.8704222798869212,0.009271286074474581,0.08983281116845909
Kepler-1256 b,1.49,2.83,933.0,0.10733,6129.0,1.36,4.716675568519085,0.8997360027686196,0.00892823974933536,0.08962733257119114
TOI-6034 b,11.92,254.0,714.0,0.02949,3635.0,0.489,0.8268244771448816,0.2863845344932421,0.027832672325998564,0.08927959961706841
Kepler-356 c,1.81,3.93,913.0,0.115,6133.0,1.335,3.653971875441969,0.8041329766125441,0.009815456889620645,0.08884217785186692
HD 155918 c,12.8,1878.04805696,77.38,13.183,5771.84,1.01906,4.937250548136228,0.5595353709059606,0.014046658161075178,0.0886543968686632
HD 4308 b,4.12,15.8915,799.37,0.12,5686.0,1.02,1.2527996363153915,0.44972976816196114,0.017375624275173127,0.08839873006408494
HIP 70849 b,12.9,1430.2278315,78.85,3.99,4105.0,0.633112,3.673199094135528,0.5107194281089119,0.01522243559271712,0.08817252179867169
HD 174205 b,13.0,1334.8793094,821.72,1.7,4308.0,26.6,3.3498111140242712,0.4945519165875683,0.015456390075357786,0.08742989954982942
HD 1461 c,2.23,5.59,892.87,0.1117,5765.0,1.152288,2.7791090805180247,0.7043843003851682,0.01081534270477984,0.08728205774689424
Kepler-1300 b,1.37,2.45,954.0,0.16005,6130.0,1.79,5.253064791004299,0.9405381310878402,0.008096602603778888,0.08726490406296873
Kepler-190 c,1.46,2.73,948.0,0.045,5106.0,0.795,4.836291330567889,0.9093528615124412,0.008324523469705266,0.08700534028382373
K2-38 c,2.29,8.3,916.0,0.09514,5731.0,1.06,3.8104829249397665,0.7791454234344205,0.009675960975489646,0.08682730395090481
Kepler-816 b,10.24,74.5,668.0,0.0895,5286.0,0.85,0.382529363059334,0.20511169073029686,0.03651035795664516,0.08653728242587605
TOI-7510 c,10.81,131.0,702.0,0.1595,5720.0,1.035,0.5717452803844022,0.24654809943535894,0.02983684992309408,0.0857684011841009
Kepler-1365 b,0.92,0.721,969.0,0.07839,5770.0,1.05,5.104816756547853,0.9675857705279558,0.007558250322233812,0.08551757399436546
Kepler-1508 b,1.33,2.33,967.0,0.1629,6158.0,1.22,5.460210334578853,0.9550809278371358,0.007627535782059115,0.0853517073750723
Kepler-341 c,1.7,3.53,940.0,0.08,6012.0,1.024,3.9612870643638316,0.8343908591452976,0.008640297000910537,0.0849080964211322
HD 181433 d,13.2,858.1366989,81.19,6.74,4918.0,0.79,2.0570415128012316,0.41285921362700395,0.017235679992119286,0.0843558491621835
HIP 55507 b,12.6,2585.53409095,76.05,5.062,4171.0,0.723643,7.126019518755523,0.5381961774085925,0.013039915281146973,0.08377369848613103
HD 28109 b,2.69,6.2,867.0,0.1357,6189.0,1.425,1.7560756623172467,0.5692162003016524,0.012282349209764344,0.08361406668713144
Kepler-58 b,2.78,35.5,920.0,0.09291,5843.0,1.03,9.109663601757775,0.7170245750427795,0.009493585957221282,0.08250536004774896
Kepler-141 b,0.69,0.257,968.0,0.039,4910.0,0.787,4.313146659048602,0.8805006910848957,0.007592799859700865,0.08176469607193505
KOI-351 c,1.19,1.81,987.0,0.089,6080.0,1.2,5.921695410846253,0.9555313366338432,0.006966956161888387,0.08159132878951414
Kepler-128 b,1.421,3.79,968.0,0.12545,6072.0,1.659,7.2822460844274755,0.8743909338758212,0.007592799859700865,0.08148052135360968
Kepler-33 e,4.02,5.57,752.0,0.2138,5904.0,1.82,0.472699791153716,0.2866864876570182,0.022456244952764833,0.08023653775851618
Kepler-1857 b,1.96065412,4.5,946.0,0.08308,6074.0,1.005,3.2916824299504555,0.7655526336286119,0.008402172650583,0.08020165460173569
Kepler-1367 b,0.92,0.721,998.0,0.0236,4106.0,0.6,5.104816756547853,0.9675857705279558,0.0066324594963802315,0.08010913451224226
Kepler-472 b,3.22,10.5,876.0,0.04823,4996.0,0.78,1.7339240023372935,0.5450365168807805,0.011746818192159307,0.0800152789902422
Kepler-500 b,2.58,7.18,909.0,0.08361,5813.0,1.03,2.305014707712068,0.6387058897561514,0.010005158026111271,0.07993968575881631
Kepler-1906 b,2.77615754,8.13,901.0,0.0738,5868.0,0.894,2.0949159206978565,0.6064904031056287,0.010397690079883917,0.07941095168751092
Kepler-1623 b,1.31,2.27,1000.0,0.0518,5772.0,1.0,5.566988763620885,0.9571184101318537,0.0065736956407789725,0.07932089964437536
HD 73344 b,2.884,10.48,911.0,0.131,6252.6,1.22,2.40870652446181,0.6344163637901273,0.009909772199352398,0.07929011063620507
Kepler-783 b,0.78,0.399,991.0,0.04958,5521.0,0.89,4.635509357661643,0.917756537776608,0.0068430688009750995,0.07924816168561913
Kepler-1516 b,1.75,3.71,967.0,0.0718,5904.0,1.07,3.816525232917184,0.8204027403596824,0.007627535782059115,0.0791053175064283
Kepler-522 b,6.91,38.2,761.0,0.25029,6392.0,1.98,0.6383187407304094,0.2914571755959973,0.02136853223373298,0.07891775498248693
Kepler-1382 b,1.88,4.19,959.0,0.14023,6161.0,1.72,3.47655296073129,0.7857059520717162,0.007912273859106434,0.07884618358247515
Kepler-197 c,1.23,5.3,930.0,0.09,6004.0,1.12,15.702503894433184,0.6829157526610531,0.009055098684091527,0.07863758346532831
Kepler-682 b,7.37,42.6,753.0,0.1058,5559.0,0.89,0.5866992189131741,0.2753876354180825,0.022332215676346842,0.07842203815736869
Kepler-1665 b,2.83910787,8.44,906.0,0.096,5049.84,0.777785,2.0333172282280265,0.5966681250741042,0.010150274714773064,0.07782252490796435
Kepler-402 d,1.38,2.48,1006.0,0.087,6090.0,1.264,5.202628265778469,0.9369253312299716,0.006401052652580004,0.07744229062172042
TOI-286 b,1.42,4.53,979.0,0.0503,5152.0,0.78,8.722511352615804,0.8259765150347422,0.007222756794888932,0.07723876932205656
Kepler-292 c,1.47,2.76,1001.0,0.045,5299.0,0.826,4.79033021908102,0.9058287854240069,0.006544544043481167,0.076995041282283
K2-80 c,1.47,2.76,1002.42,0.0596,5441.0,0.87,4.79033021908102,0.9058287854240069,0.0065034102738241745,0.07675269525855206
K2-130 b,1.25,2.1,1013.11,0.032,4356.47,0.744261,5.927855795730993,0.947925735412763,0.006203344901414663,0.07668318119178748
Kepler-1590 b,1.14,1.55,1020.0,0.07116,6053.0,1.16,5.768003545499219,0.9688321343214743,0.006018589894712847,0.07636100636647153
TOI-1232 b,10.92875618,220.57291446,785.71,0.117,5823.0,1.072,0.9316404686454703,0.3095634815230525,0.0186870910824983,0.076058142069318
Kepler-150 c,3.69,13.2,876.0,0.073,5560.0,0.939,1.448448996551489,0.4907941666710778,0.011746818192159307,0.07592937406338526
K2-351 b,2.54,6.99,934.0,,5769.0,1.05,2.3517134358380343,0.6456060832705683,0.00888641996621472,0.07574382343587668
Kepler-911 b,2.6,7.27,931.0,0.15594,6112.0,1.99,2.2804614832466252,0.6351177444308537,0.009012577615513573,0.07565743827723076
Kepler-866 b,1.63,3.29,996.0,0.0331,4751.0,0.71,4.1883354649805495,0.8551974270987659,0.006691843790204273,0.07564950490207815
Kepler-715 b,3.75,13.5,876.0,0.0933,5871.0,1.04,1.4113942370788077,0.4836656117129704,0.011746818192159307,0.07537593784883728
HD 11755 b,12.8,1789.3829,903.49,1.09,4312.0,20.58,4.70415635590882,0.5518657654413063,0.010273598947616326,0.0752970620081772
Kepler-182 b,2.58,7.18,935.0,0.096,6250.0,1.146,2.305014707712068,0.6387058897561514,0.008844830977289598,0.07516146379024641
Kepler-322 c,1.67,3.43,996.0,0.051,5388.0,0.89,4.060252861560166,0.8434721734066537,0.006691843790204273,0.0751291156997167
HD 117618 b,8.59,55.30242,745.79,0.18,5990.0,1.2,0.4810309488797866,0.2404504102585415,0.023244910668480636,0.07476127544831827
TOI-1873 b,2.86356397,8.57,923.5,,5597.99,0.971675,2.0121878775378375,0.5931595323562138,0.009337325270608977,0.07442125698328589
Kepler-1699 b,1.56671124,3.08,1010.0,0.0418,5575.53,0.725,4.415625304362625,0.8749384818061035,0.0062889255037611785,0.07417831847954286
TOI-969 b,2.765,9.1,941.0,0.02636,4435.0,0.671,2.373364051108369,0.6365474941850977,0.008600062355920708,0.07398883795882265
Kepler-1788 b,2.37850461,6.25,956.0,0.0343,4786.0,0.704,2.5608043527891877,0.6752101849420078,0.00802226980137581,0.0735983578365825
Kepler-1248 b,1.18,1.76,1035.0,0.0806,6149.0,1.21,5.905749480178599,0.9574932727247484,0.0056383366017700165,0.07347563790503972
Kepler-37 b,0.3098,0.79,718.0,0.1019,5357.0,0.789,146.48434906537483,0.19844392223573357,0.02720018976393144,0.0734691250955856
Kepler-917 b,1.91,4.31,991.0,0.0378,5418.0,0.76,3.4102447021936824,0.7784375714106647,0.0068430688009750995,0.07298562775250443
Kepler-1312 b,2.1,5.06,978.0,0.06053,5719.0,0.92,3.0123193194321143,0.7331116620462071,0.007255504490318595,0.07293212567779157
Kepler-1558 b,0.68,0.244,1019.0,0.04278,5101.0,0.79,4.278302247276798,0.8761899757630229,0.006044998179286938,0.07277751581496128
Kepler-1127 b,1.96,4.5,994.0,0.0556,5664.0,0.95,3.2949791758284865,0.7658575202951114,0.0067518560806030655,0.07190938572453622
Kepler-633 b,1.63,3.29,1021.0,0.08185,5899.0,1.15,4.1883354649805495,0.8551974270987659,0.0059923175465882664,0.07158641315362206
K2-289 b,9.1,61.0,753.0,0.107,5529.0,1.025,0.44628679056642934,0.22832032084072934,0.022332215676346842,0.07140657286488322
Kepler-350 c,3.1,6.1,888.0,0.1385,6492.3,1.25,1.128893904380298,0.45766679693971496,0.011074996994072718,0.07119451102714473
Kepler-1576 b,1.04,1.12,1059.0,0.07211,5876.0,1.06,5.489418976178262,0.9933763084904268,0.005087207411297642,0.07108805327732637
Kepler-1121 b,1.91,4.31,1008.0,0.11818,6231.0,1.59,3.4102447021936824,0.7784375714106647,0.00634469699927632,0.07027766731653229
WASP-105 b,10.76064,572.094,900.0,0.075,5070.0,0.9,2.531403993451277,0.47121336414863246,0.010448022775230176,0.07016586036398145
Kepler-791 b,3.05,9.53,939.0,0.1256,6383.0,1.47,1.8518327359119595,0.5663036670122318,0.008680753800137731,0.07011378401889577
Kepler-610 b,4.19,16.3,888.0,0.0719,5943.0,1.13,1.2216700021815123,0.44309467793150686,0.011074996994072718,0.07005192521395152
Kepler-414 b,1.71,3.5,1024.0,0.0543,5536.0,0.946,3.859118262221699,0.8267242175638991,0.005914308093421876,0.0699249721556329
TOI-1422 b,3.83,9.5,870.0,0.107,5840.0,1.019,0.9322570104595523,0.40066913286376554,0.01210070037074923,0.06963028884467119
KOI-351 b,1.31,2.27,1062.0,0.074,6080.0,1.2,5.566988763620885,0.9571184101318537,0.005022881800130801,0.06933608470934464
TOI-5817 b,3.08,10.3,950.0,0.1223,5770.0,1.427,1.9435398497845329,0.5760895089806116,0.00824771909040649,0.06893057696699116
