pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_teff,st_rad,pl_density,interior_esi,surface_esi,habitability_index
Kepler-940 b,3.34,11.1,486.0,0.3059,5769.0,0.96,1.6424492260684338,0.5288285690653534,0.1243529184154722,0.2564398095162972
Kepler-1074 b,1.25,2.1,568.0,0.0536,4002.0,0.57,5.927855795730993,0.947925735412763,0.06923257775937904,0.2561783405892869
Kepler-1470 b,1.07,1.24,574.0,0.116,4961.0,0.76,5.580572139794664,0.9868673698679761,0.06648249386371516,0.2561433267948795
TOI-5624 f,3.66,13.0,478.5,0.2366,5327.0,0.82,1.461869046994352,0.4936155229171365,0.1316160713265852,0.25488769266516476
Kepler-926 b,2.31,5.95,524.0,0.2739,5806.0,1.01,2.6612728327865884,0.6887180288816201,0.09407247468952186,0.2545376383566556
TOI-2447 b,9.60609646,124.90656395,414.0,0.347,5730.0,1.006,0.7768779696624057,0.2942640907836869,0.21997019787575292,0.25441959491638244
Kepler-1397 b,1.72,3.61,551.0,0.25861,6026.0,1.12,3.9113820257781216,0.8293499374721839,0.07778431819915084,0.25398901439783217
HIP 57274 d,14.2,167.4,183.59,1.01,4640.0,0.68,0.3223285652158687,0.1726766318075119,0.37096866739649204,0.25309606870148615
HD 200964 b,13.5,508.21017,425.95,1.565,4982.0,4.92,1.1388077674307162,0.3205440872803001,0.19927766761924864,0.2527395459407947
Kepler-319 d,2.29,5.86,528.0,0.191,5526.0,0.903,2.690292763873136,0.6926084965555349,0.09142204892419427,0.25163403557033526
TOI-912 b,1.93,5.1,551.0,0.041,3572.0,0.419,3.911169374064551,0.8119425364551065,0.07778431819915084,0.2513093643600446
Kepler-316 c,1.16,1.65,577.0,0.058,4204.0,0.52,5.8279840032084165,0.9635288179657989,0.06515585106742897,0.2505584565776128
Kepler-379 c,2.29,5.86,530.0,0.326,6054.0,1.306,2.690292763873136,0.6926084965555349,0.09012990182112839,0.24984942624514808
HD 159868 c,14.0,244.09344,383.37,1.032,5534.0,2.13,0.49043377955986606,0.21369352947892029,0.2857177385276296,0.24709518809702558
HD 47186 c,13.0,111.42,183.18,2.395,5657.0,1.08,0.2796027713489289,0.1644677317939009,0.36828640389517947,0.2461122294790989
HD 22946 d,2.607,26.57,546.0,0.2958,6169.0,1.117,8.26755010119076,0.7500963148347175,0.08053267831463977,0.24577889500032557
Kepler-1030 b,2.48,6.71,529.0,0.1338,4983.0,0.76,2.425357997692047,0.656268413986963,0.0907732641839113,0.24407299342285918
Kepler-1486 b,2.32,5.99,538.0,0.2846,5965.0,1.12,2.6446684984256374,0.6865726211800686,0.08517206902716819,0.24181978968503096
Kepler-869 b,3.61,12.7,494.0,0.2244,5664.0,0.95,1.4883000273728852,0.4988939375495649,0.11712053292667556,0.24172447919003287
HD 216770 b,14.1,181.1631,370.18,0.46,5399.0,0.93,0.3563040674227576,0.18196390103947002,0.32102086285341697,0.24169031532079321
KOI-1783.01,8.86,71.0,412.0,0.52661,5922.0,1.143,0.5628148625551014,0.2575855977489069,0.22367602149201635,0.2400327513030636
Kepler-83 b,2.83,2.94,460.0,0.07295,4082.0,0.61,0.715148773820041,0.37832488674714904,0.1517797626591162,0.2396290080906719
Kepler-306 d,2.47,6.66,535.0,0.12,4954.0,0.719,2.436642101520653,0.6579395967547059,0.08699262046520011,0.23924023413612713
G 264-012 b,1.39,2.5,587.0,0.02279,3326.0,0.305,5.132204846060719,0.932291901532625,0.06095370545153959,0.23838340118572723
Kepler-139 e,13.7,378.0,154.06,3.23579639,5622.0,1.045,0.8104728534692348,0.2734848158540298,0.20572422904006105,0.23719707606910617
Kepler-397 b,2.46,6.62,539.0,0.144,5307.0,0.767,2.4516645231402756,0.6599826117202113,0.08457522835829386,0.2362587143339692
GJ 504 b,12.10569916,1271.3,510.0,43.5,6234.0,1.26,3.9508158776611126,0.5314642766878522,0.10409042325278468,0.23520276678681654
HD 187123 c,13.2,912.16752809,135.42,4.89,5790.0,1.15043,2.186558941385013,0.4227133594427986,0.12995367749135633,0.23437823189092719
Kepler-700 b,5.99,30.0,452.0,0.3577,5692.0,0.96,0.7695718299737143,0.329928122507092,0.16161484634077763,0.2309140160806289
Kepler-251 d,2.77,8.1,536.0,0.182,5526.0,0.89,2.1011356242899435,0.6074699316380296,0.08638071702733986,0.2290713606443244
Kepler-418 b,13.45,349.6112477,434.0,0.39249,5820.0,1.09,0.7921855527204337,0.27191106234922974,0.18662865422327474,0.2252696065488145
HD 21411 b,9.52,65.9,408.17,0.362,5605.0,0.825605,0.4210977723311982,0.21927429130369586,0.23098022422080935,0.22505116078613488
Kepler-1102 b,2.66,7.56,546.0,0.2731,5724.0,0.94,2.2145488266854145,0.625126602165763,0.08053267831463977,0.22437272463055571
HIP 111909 b,13.7,384.57237247,436.91,1.32,4891.0,4.53,0.8245647303735298,0.27568994279099784,0.1822908094313043,0.22417792670876627
Kepler-1451 b,3.35,11.2,523.0,0.2101,5782.0,0.99,1.6424493138370833,0.5284818216940348,0.09474917374690484,0.22377045369254825
Kepler-572 b,2.58,7.18,553.0,0.1192,5212.0,0.79,2.305014707712068,0.6387058897561514,0.0767160422222232,0.22135715033880327
Kepler-292 f,2.35,6.12,563.0,0.141,5299.0,0.826,2.599897400781349,0.6805894005376836,0.07162722866176183,0.22079115158240392
TOI-139 b,2.4566,6.6,561.17,,4570.0,0.7007,2.4544204880124405,0.6604421864313956,0.07252799671226041,0.2188619398756539
Kepler-580 b,2.57,7.13,558.0,0.0683,4298.0,0.64,2.3157865879989137,0.6403396444827396,0.07412015830542099,0.21785792576424126
Kepler-358 b,2.72,7.85,554.0,0.21,5908.0,0.954,2.150657827940757,0.615294693782427,0.07618839627980471,0.21651400868940707
K2-59 b,2.41,6.39,566.37,0.1354,5055.0,0.731,2.516854472987345,0.669170675993033,0.07000271353684373,0.21643420048318696
Kepler-1124 b,1.28,2.18,621.0,0.0305,3658.0,0.34,5.7310600519772645,0.9531634534340168,0.04887296306734488,0.215833088883108
Kepler-2001 c,1.82,3.97,597.0,0.1084,5081.0,0.77,3.630652783911319,0.8016644328073126,0.0570674732379977,0.21389007355435155
Kepler-82 c,5.34,13.9,450.0,0.2626,5401.0,0.898,0.5032681005357866,0.2766226168607969,0.16418985140388995,0.21311646195761
Kepler-1444 b,2.18,5.39,581.0,0.20906,5810.0,1.05,2.868320381338488,0.7154753722732742,0.06343523521014979,0.21304072034994773
Kepler-142 d,2.16,5.31,582.0,0.242,5790.0,1.269,2.904969935777789,0.7199650792419532,0.06301348903624826,0.21299650613870272
TOI-2194 b,1.9892,4.61,590.88,,4756.0,0.6909,3.2290438908422057,0.7585475216928108,0.0594098862312233,0.21228570833842367
Kepler-1442 b,3.93,14.7,522.0,0.40814,6394.0,1.44,1.335205332439664,0.46732570385310457,0.09543162032068139,0.21118155491473367
HD 164922 e,3.23,10.52012027,543.73,0.2292,5393.43,1.001813,1.7211610617716857,0.5430324746736789,0.08181813978523697,0.21078402909322663
Kepler-1697 b,1.25954761,2.12,630.0,0.2008,4681.53,0.772344,5.84925386816987,0.9502818385118502,0.04616343660820642,0.2094475481166386
HD 95089 b,13.7,400.4658,458.34,1.36,4918.0,5.08,0.8586419567270897,0.2809205931727483,0.1537611719661064,0.20783329770673314
V0391 Peg b,13.1,1017.056,519.69,1.7,29300.0,0.23,2.4942463982260814,0.4450443206596913,0.09703035534205771,0.20780473665577145
Kepler-1992 b,0.91,0.693,637.0,0.1169,5383.0,0.842,5.070110587910416,0.9641818433549203,0.044177963821747726,0.2063869923064913
K2-126 b,1.97,4.54,601.0,0.0656,4339.0,0.65,3.2739010474955883,0.7634775997196418,0.055595286896765,0.2060236787256916
Kepler-399 c,1.43,2.63,630.0,0.155,5502.0,0.68,4.95856499984075,0.9190150991540618,0.04616343660820642,0.20597304501264982
HD 90156 b,4.43,17.98,518.01,0.25,5599.0,0.920286,1.1402153497172647,0.4243239285010872,0.09821292752491467,0.20414234062772071
HD 64114 b,4.41,17.8,518.51,0.246,5676.0,0.882858,1.144228098492246,0.425432202890784,0.09785920389234043,0.20404033102564986
81 Cet b,13.1,1051.05854195,526.92,2.104,4734.0,11.21,2.5776348427063454,0.4504390915471581,0.09212888765838466,0.20371168955681698
HD 73344 d,13.2,810.46243785,126.51,6.7,6148.0,1.22,1.9427614287567188,0.40369848891129545,0.10111160487042922,0.20203614057288924
Kepler-1886 b,2.58158428,7.18,580.0,0.16,5745.0,0.837,2.3007736513894983,0.6381817598910932,0.06386031397077609,0.2018774072477345
K2-58 d,1.71,3.57,621.48,0.1517,5413.0,0.86,3.9363006274661334,0.8318701182859111,0.048723801321280624,0.20132529490472115
Kepler-1077 b,2.77,8.1,576.0,0.2101,5816.0,1.02,2.1011356242899435,0.6074699316380296,0.06559456705240566,0.1996164501316237
Kepler-26 d,1.07,1.24,652.0,0.039,4486.0,0.571,5.580572139794664,0.9868673698679761,0.04025250576058521,0.1993085158505383
Kepler-184 c,1.97,8.8,630.0,0.141,5788.0,0.873,6.345887492942991,0.8591527541810249,0.04616343660820642,0.19915181069827534
HD 108236 f,2.017,4.72,609.59,0.1758,5660.0,0.877,3.171266051971757,0.7519399785659523,0.05258242625565099,0.19884372877116333
HD 3651 b,10.1,72.46524,432.84,0.295,5221.0,0.871954,0.38776980481816076,0.20725100664788562,0.1883916872245685,0.19759647471902284
Kepler-242 c,2.0,4.66,613.0,0.109,5020.0,0.85,3.211473215228147,0.7563734415711524,0.051440065882158166,0.19725085466464978
Kepler-797 b,2.17,5.35,605.0,0.181,5680.0,0.95,2.8865757245302284,0.7177164590255769,0.05416767869295002,0.19717260089865243
Kepler-891 b,6.41,33.6,486.0,0.2881,5887.0,1.07,0.7033533549204729,0.31099601584418796,0.1243529184154722,0.19665518601300402
Kepler-341 d,1.85,4.08,622.0,0.182,6012.0,1.024,3.552657596342724,0.7936483613861003,0.04856281482811448,0.19632065202782328
GJ 3942 b,2.57,7.14,590.0,0.0608,3867.0,0.61,2.319034535527664,0.6406777236422966,0.05975594882842238,0.1956637556357314
Kepler-1176 b,2.45,6.57,595.0,0.1589,5844.0,1.02,2.46306283351531,0.6616618077591602,0.057820784147419965,0.19559602389883615
TOI-6692 b,11.67975789,197.05361234,467.0,0.512,5890.0,1.385,0.6818537825300858,0.2629412499668711,0.1437487312380869,0.19441571714471642
Kepler-127 d,2.64,7.46,590.0,0.28,6106.0,1.359,2.2352979579430357,0.6283328319062244,0.05975594882842238,0.19376951398660747
Kepler-1656 c,14.0,126.4,161.19,3.053,5569.0,1.1,0.2539635220691186,0.1535413662002791,0.24046207519227905,0.19214805631173262
Kepler-122 f,1.75,36.0,543.0,0.28575,5917.0,0.949,37.03366802830691,0.44332701420818904,0.08223665725979663,0.19093907856027753
K2-244 b,1.75,3.71,638.0,0.1418,5677.0,0.92,3.816525232917184,0.8204027403596824,0.04390262034270873,0.18978364006976203
HD 142 c,12.4,3464.64746471,116.56,9.811,6245.0,1.47,10.018492325147982,0.4840404580161711,0.07418775646129798,0.18949901217874152
Kepler-1914 b,2.9429803,8.97,585.0,0.1954,5982.0,0.96,1.940165387806514,0.5813257386406453,0.06176794694326703,0.1894922092886958
Kepler-310 b,1.19,1.81,665.0,0.111,5797.0,0.876,5.921695410846253,0.9555313366338432,0.03717966788581407,0.18848431698826906
Kepler-193 c,2.75,8.0,595.0,0.286,6335.0,1.147,2.1208027604489974,0.6105879973504714,0.057820784147419965,0.18789538790988736
TOI-1744.01,2.68,7.65,598.0,0.164086,6179.0,1.14,2.1911162895601426,0.6216239695227173,0.05669516045066451,0.18773137908210613
Kepler-1796 b,2.75047868,8.0,598.0,0.1879,6036.0,0.949,2.1196956703941283,0.6104426313684078,0.05669516045066451,0.18603532710578852
Kepler-239 b,2.33,6.04,616.0,0.095,4914.0,0.763,2.63255558620014,0.6848461009780943,0.05045919034757703,0.18589453937125108
Kepler-874 b,3.94,14.7,560.0,0.2234,6020.0,1.13,1.325064575941221,0.4655238454034265,0.07311089928056684,0.18448541127685975
HIP 65407 c,13.9,249.17872,457.04,0.316,5460.0,0.952252,0.5115344937276822,0.21857035314488168,0.15533419745718235,0.18425919351200126
Kepler-1269 b,1.63,3.29,657.0,0.23611,5998.0,1.15,4.1883354649805495,0.8551974270987659,0.039036456200653165,0.18271255267729214
Kepler-335 c,3.07,9.64,592.0,0.356,5877.0,1.854,1.8368355748199083,0.5636689593328755,0.05897285494360371,0.1823216053432772
TOI-1105 b,3.05823658,9.58,594.0,,4678.46,0.755833,1.8465481965183395,0.5653283431953202,0.05820183415161241,0.18139224479524987
Kepler-189 b,1.21,1.92,678.0,0.088,5235.0,0.75,5.975214388943457,0.9506802723511969,0.03437969428779029,0.18078743631366467
HD 31527 c,3.85,14.16,571.07,0.2663,5898.0,1.073694,1.3680105269660074,0.4744314095704879,0.06780903400108972,0.1793620238031176
Kepler-67 b,2.94,8.96,602.0,0.1171,5331.0,0.778,1.9439021178879508,0.5818937622942241,0.05523426716846727,0.17927764927682358
TOI-4342 b,2.329,7.3,639.0,0.0519,3866.0,0.598,3.1858312577070733,0.7322812357871112,0.04362929825578989,0.1787425982894796
HD 50499 c,13.2,931.2419,116.69,9.02,6099.0,1.42,2.2322821634541485,0.42606736342798956,0.07450506412474074,0.17816895418018702
Kepler-1808 b,3.02511302,9.4,601.0,0.1467,5530.0,0.892,1.8720240064393194,0.5697647575745158,0.055595286896765,0.17797818731805584
HIP 39330 b,13.5,530.77343969,125.05,5.05,5748.0,1.02786,1.1893680047073651,0.32675392167744355,0.09681955631888316,0.1778655945433663
HD 96063 b,13.7,403.6441,500.75,1.11,5020.0,4.75,0.865456575431273,0.2819498323054343,0.1114016114323815,0.17722772261109468
Kepler-417 c,2.69,7.7,616.0,0.1194,5177.0,0.806,2.180932677394,0.6200360212990013,0.05045919034757703,0.1768799469162082
HD 30669 b,14.3,149.37,151.45,2.69,5400.0,0.91,0.2816200965879135,0.16094576451759965,0.19381624334474343,0.17661795905583572
HD 180053 b,13.3,697.31902,542.98,0.843,5131.0,4.06,1.634123828112617,0.3756804366461504,0.08224815897376714,0.17578118294233552
Kepler-1021 b,2.33,6.04,634.0,0.1034,5431.0,0.86,2.63255558620014,0.6848461009780943,0.04501629585477108,0.17558255806490666
Kepler-1685 b,2.57673985,7.16,625.0,0.1485,5484.0,0.835451,2.3073297980697673,0.6391136811616571,0.04764620028773633,0.17450311876657326
Kepler-477 b,2.07,4.94,649.0,0.0911,5240.0,0.79,3.0706073635538393,0.7400192329544564,0.041003576618711235,0.17419367186487564
CoRoT-10 b,10.87,874.0,600.0,0.1055,5075.0,0.79,3.7517265344418633,0.5378480827887842,0.05595909244954817,0.17348628357478238
Kepler-967 b,2.35,6.12,638.0,0.1027,5178.0,0.8,2.599897400781349,0.6805894005376836,0.04390262034270873,0.17285733441505352
XO-2 S d,13.0,1179.14338997,110.98,5.46,5325.0,1.02,2.9589998173881065,0.47410055336642276,0.06139328717756983,0.17060653980392887
Kepler-765 b,2.43,6.48,641.0,0.1754,5901.0,1.06,2.4898005559627174,0.6654056147778548,0.04308865011756604,0.1693263999541327
Kepler-1234 b,2.81,8.3,625.0,0.096,4967.0,0.76,2.0623743903434044,0.6012823184011639,0.04764620028773633,0.16925961648313012
Kepler-1916 b,2.61757235,7.35,635.0,0.2053,6246.0,1.092,2.259433846271429,0.6320146927395025,0.04473478408610304,0.16814589147209752
BD+48 740 b,13.5,540.311,538.94,1.7,4534.0,10.33,1.2107399653734947,0.329320519114504,0.0846108994256954,0.16692544839423107
Kepler-57 c,2.196,6.86,671.0,0.09588,5187.9,0.826,3.571375235890761,0.7694626308062841,0.03585521053509821,0.1661001042337116
HD 191939 c,3.195,8.0,600.0,0.1752,5348.0,0.94,1.352339626552837,0.49202168520888295,0.05595909244954817,0.1659309704961264
Kepler-204 c,1.79,3.86,683.0,0.173,5812.0,1.238,3.710535459360623,0.8097508936864772,0.03336950346719194,0.16438061094433454
Kepler-582 b,3.68,13.1,603.0,0.1254,5564.0,0.91,1.4492263243493602,0.4912044458898942,0.05487600871891367,0.16418081329870124
TOI-283 b,2.34,6.54,661.0,0.123,5213.0,0.85,2.814093678558169,0.7007977597833311,0.03809472471448778,0.1633912413181188
K2-319 b,2.79,8.2,641.0,0.1516,5440.0,0.898,2.0816591369085082,0.6043679594147041,0.04308865011756604,0.16137347844515076
HD 233832 b,13.5,565.7374,117.8,2.827,4981.0,0.68,1.2677159637440119,0.3360020010738072,0.07725072322055344,0.16110989288837846
TOI-5624 e,3.247,8.9,613.8,0.1439,5327.0,0.82,1.4333475725665457,0.5026316685977846,0.05117631728810226,0.16038340859081557
Kepler-377 c,2.06,4.9,677.0,0.182,5949.0,1.224,3.090315309666385,0.7423356101662738,0.03458603619915568,0.1602324757504953
HD 15906 b,2.24,5.65,668.0,0.09,4757.0,0.762,2.7714864990437564,0.7030766253571266,0.03651035795664516,0.1602172876525464
Kepler-209 b,2.26,5.73,668.0,0.122,5513.0,0.935,2.7367660834518603,0.6986955415361895,0.03651035795664516,0.15971732631182603
Kepler-267 b,1.98,37.9,615.0,0.037,4258.0,0.555,26.918571774335366,0.5010287899855033,0.0507836781902921,0.15951202097238704
Kepler-191 b,1.34,2.36,722.0,0.087,5282.0,0.789,5.407617718548431,0.9514322319422849,0.02658458695566918,0.15903909237195765
K2-10 b,3.773,25.2,649.0,0.137,5533.0,0.956,2.586714512679105,0.6141355853957395,0.041003576618711235,0.15868760358027745
HD 108236 e,3.083,9.71,636.0,0.1367,5660.0,0.877,1.8268674178682185,0.56192780904903,0.04445534593372682,0.15805282389459485
Kepler-1952 b,1.23923346,2.07,725.0,0.1724,5973.0,1.305,5.996796710568797,0.9461756218177714,0.026133650591673864,0.15724828488395473
Kepler-1773 b,3.50469499,12.1,623.0,0.24831,6183.0,1.3,1.549683687696449,0.5107753066917112,0.04825498487918227,0.15699507858868766
K2-348 c,2.67,7.61,655.0,,5077.0,0.85,2.204241867670409,0.6235288834393693,0.0395176047788316,0.15697250709580693
Kepler-692 b,3.11,9.85,639.0,0.1495,5440.0,0.86,1.8053584287668063,0.5582067260252501,0.04362929825578989,0.15605821906629472
Kepler-1332 b,1.37,2.45,728.0,0.09915,5581.0,0.9,5.253064791004299,0.9405381310878402,0.025691706564965916,0.15544783587129876
Kepler-347 c,1.75,3.71,705.0,0.183,6088.0,1.005,3.816525232917184,0.8204027403596824,0.029320279250137818,0.15509493042947664
Kepler-520 b,1.66,3.39,711.0,0.14628,6112.0,1.09,4.08586307572073,0.846009432014841,0.02831843294933978,0.15478262620533775
K2-148 b,1.33,2.33,733.87,0.0454,4079.0,0.632,5.460210334578853,0.9550809278371358,0.02485219986540977,0.1540644738615931
Kepler-1159 b,2.37,6.21,677.0,0.1603,6217.0,1.28,2.5719050823068588,0.6767630077859954,0.03458603619915568,0.1529919928804639
Kepler-1617 b,1.2,1.87,736.0,0.17707,6167.0,1.22,5.966315880301855,0.9523046474315152,0.024555602278628907,0.15291963304434855
GJ 3998 b,1.39,2.5,733.5,0.03,3726.0,0.5,5.132204846060719,0.932291901532625,0.02490415115737356,0.15237433654839558
K2-203 b,1.26549392,2.14,738.4,0.0824,5026.0,0.765,5.82159459894762,0.950809636510021,0.024226395007648876,0.15177183477566192
HD 101581 c,0.99,0.937,747.0,0.0573,4675.0,0.63,5.324053140380419,0.9893592303046987,0.023088711464936507,0.15113910745957465
Kepler-1133 b,1.97,4.54,703.0,0.0983,5569.0,0.9,3.2739010474955883,0.7634775997196418,0.029663476079942817,0.1504905296583667
Kepler-295 b,1.22,1.98,741.0,0.099,5603.0,0.898,6.011655327101391,0.9478500641451285,0.023875609889932627,0.1504343656405567
Kepler-55 e,1.55,3.02,728.0,0.048,4503.0,0.619,4.471160119643934,0.8798195686238727,0.025691706564965916,0.15034648711293333
Kepler-751 b,2.46,6.62,679.0,0.1263,5387.0,0.84,2.4516645231402756,0.6599826117202113,0.03417480248833502,0.1501824736820969
Kepler-1480 b,1.67,3.43,721.0,0.1525,5156.0,0.81,4.060252861560166,0.8434721734066537,0.026736933756468885,0.15017276592577808
Kepler-141 c,1.41,2.57,738.0,0.067,4910.0,0.787,5.054569353673497,0.9261472737375892,0.02428089975886561,0.14995895810377277
Kepler-133 c,2.84,8.45,663.0,0.204,5736.0,1.425,2.033808524547559,0.5966849446894847,0.03763391689315011,0.14985189895305945
Kepler-931 b,1.33,2.33,744.0,0.0719,5241.0,0.81,5.460210334578853,0.9550809278371358,0.02347827354788941,0.14974528801979814
Kepler-346 c,3.07,9.64,654.0,0.168,6033.0,1.021,1.8368355748199083,0.5636689593328755,0.03976080002664044,0.14970614140127647
TOI-791 c,12.94637271,18.6,362.8,0.863,6294.0,1.474,0.04725818104524823,0.06501565230030612,0.34301276197131797,0.14933585794073329
HD 150706 b,13.3,772.32302901,108.81,6.7,5961.0,0.96,1.8098910663663712,0.3916588177150013,0.056843248488105964,0.14920844311878473
Kepler-1195 b,2.08,4.98,702.0,0.0726,4965.0,0.71,3.05103867202765,0.7377097321494018,0.02983684992309408,0.14836082557382738
HD 177830 c,7.87,47.6725,538.95,0.5137,4949.0,2.62,0.5392027578951324,0.25999514315019967,0.08460495301595511,0.14831344130118201
Kepler-617 b,1.32,2.3,750.0,0.0219,3712.0,0.48,5.513335445864859,0.9584272621930892,0.022706748933349438,0.14752209059492055
Kepler-1978 b,2.67,7.61,676.0,0.0914,5251.0,0.778,2.204241867670409,0.6235288834393693,0.034793840057995164,0.14729210515818464
Kepler-636 b,4.45,18.1,614.0,0.1185,5203.0,0.8,1.1324183976142224,0.42259150419219554,0.05111062951192528,0.1469657028209457
Kepler-1345 b,2.36,6.17,693.0,0.26412,6449.0,1.55,2.5879598219248554,0.6788740769156031,0.031452202292943474,0.1461235258217677
Kepler-1968 b,1.50004034,2.86,744.0,0.0696,5008.0,0.788,4.671599379259785,0.8962150363232116,0.02347827354788941,0.14505716728424006
Kepler-1350 c,1.73,3.64,730.0,0.0222,3827.0,0.53,3.875890051245424,0.8261189696503177,0.02540197103330981,0.14486217635092025
EPIC 212587672 b,1.26,2.13,756.0,,6004.0,0.98,5.870516899420293,0.9492773816090386,0.021964945722985435,0.14439815152244942
TOI-1782.01,2.368,6.2,697.84,0.05024,4336.0,0.669,2.5742751824300543,0.6771049356854524,0.03057103144641127,0.14387423772642635
Kepler-1321 c,2.4,6.35,697.0,0.0267,4094.0,0.53,2.53249370587679,0.6712548631855627,0.030721853272934828,0.14360429455810436
Kepler-31 d,3.9,2161.244,484.0,0.4,6340.0,1.22,200.87151451007688,0.16154962104688417,0.12624250872959486,0.14280906639731952
Kepler-900 b,2.08,4.98,716.0,0.0679,4836.0,0.73,3.05103867202765,0.7377097321494018,0.027514288056201236,0.1424694987434914
Kepler-299 d,1.86,4.12,729.0,0.118,5617.0,1.032,3.529935402282049,0.7912013916492611,0.025546354435798935,0.14217000802268176
Kepler-1950 b,1.52696349,2.95,752.0,0.0871,5455.0,0.852,4.568192864944813,0.8876820450856814,0.022456244952764833,0.1411878374528603
TOI-5595 b,4.73740402,20.1,621.0,,4417.3,0.743344,1.0422770118461027,0.4012932312618556,0.04887296306734488,0.14004424040508112
Kepler-27 c,4.9,4385.87,481.0,0.191,5400.0,0.59,205.5303156322259,0.15140226582021696,0.12914077210262878,0.13982920119241996
Kepler-205 b,1.51,2.89,757.0,0.032,4321.0,0.546,4.627808456908761,0.8927571314706728,0.021844108391336953,0.1396477122869703
Kepler-258 b,4.06,15.5,642.0,0.103,4942.0,0.915,1.2769149507868958,0.4550023256067822,0.04282129040190002,0.1395843355049122
TOI-1693 b,1.41,2.57,764.0,0.0226,3499.0,0.46,5.054569353673497,0.9261472737375892,0.021019851129720192,0.139525903753247
GJ 86 b,12.9,1404.8086,661.12,0.11,5182.0,0.77,3.607915860189859,0.5077774583231713,0.03806688930275262,0.1390306020141654
Kepler-837 b,2.56,7.08,701.0,0.1144,5403.0,0.81,2.326600066972422,0.6419765510211393,0.030011419933079996,0.13880427896821396
HD 34445 e,4.26,16.8,637.76,0.2687,5836.0,1.38,1.1980883878991535,0.4376479046603923,0.04396851777955431,0.13871816635626766
Kepler-579 b,2.0,4.66,730.0,0.0854,5636.0,0.96,3.211473215228147,0.7563734415711524,0.02540197103330981,0.13861232359770637
Kepler-1680 b,1.35954736,2.42,771.0,0.07642,5021.0,0.723259,5.309342202943846,0.9444690759518369,0.020232022974371565,0.13823357060873834
TOI-5720 b,1.09,4.3,708.0,0.018288,3325.0,0.383,18.306163472735438,0.6538717823104292,0.028814222171717238,0.1372618184613239
Kepler-48 c,2.71,14.61,736.0,0.08633,5194.0,0.89,4.047163203215246,0.7672248306403923,0.024555602278628907,0.13725766936493528
K2-338 b,1.03,1.08,783.0,,4558.0,0.63,5.449045770513788,0.9927988220922057,0.018960961221920734,0.13720211356556755
HD 25912 b,6.9,38.13940884,579.16,0.242,5920.58,0.995896,0.6400811821647263,0.29194791517884383,0.06421997776340616,0.13692658113331443
Kepler-1790 b,3.1446145,10.0,682.0,0.20989,5866.0,1.367,1.7729893894931565,0.5528199682810963,0.03356871102430779,0.13622574559786824
TOI-2141 b,3.147,20.1,728.0,0.1322,5635.0,0.95,3.5556106895281197,0.713381865759617,0.025691706564965916,0.13538093500882606
Kepler-1580 b,2.11,5.1,733.0,0.33571,6228.0,2.15,2.9931686284266275,0.7308232340094628,0.024974559208200044,0.13509991905437088
TOI-1244 b,2.467,6.6,714.86,0.060694,4599.0,0.721,2.4235102539526427,0.6567827991188345,0.027695237541008444,0.13486940214312718
Kepler-1473 b,1.19,1.81,783.0,0.11606,6046.0,1.09,5.921695410846253,0.9555313366338432,0.018960961221920734,0.1346023499803937
TOI-4898 b,3.7197954,13.4,667.0,,4201.57,0.639344,1.4353440514668752,0.48802469166313145,0.03673187038378446,0.13388823592181848
Kepler-100 e,5.27,24.14271827,621.73,0.312391586,5884.0,1.5,0.9094162189365073,0.36774881163728573,0.048646325548704156,0.1337521155386205
HD 102888 b,12.8,1808.44363583,688.63,1.05,4990.0,8.6,4.754265631907263,0.5535518182330816,0.0322736344626846,0.1336604991678877
Kepler-606 b,3.31,11.0,683.0,0.17,6161.0,1.22,1.672311122807582,0.5338163321225,0.03336950346719194,0.13346604791333805
Kepler-235 b,2.23,5.6,731.0,0.037,4255.0,0.554,2.7840806531128695,0.7048320291944713,0.02525854892757057,0.13342801165844975
Kepler-1156 b,1.32,2.3,787.0,0.09704,5778.0,1.0,5.513335445864859,0.9584272621930892,0.01855836494761186,0.13336732323744008
Kepler-1038 c,1.4162338,2.59,784.0,0.0692,5159.0,0.821,5.02693504176282,0.9240491959189177,0.018859354639789973,0.1320112551657912
HD 11112 b,12.6,2598.56505563,94.51,13.38,5905.64,1.47368,7.1619343067225145,0.5373795738539882,0.03238983177564391,0.13193041346406026
Kepler-325 c,2.54,6.99,721.0,0.105,5752.0,1.003,2.3517134358380343,0.6456060832705683,0.026736933756468885,0.1313831308851274
Kepler-342 c,1.96,4.5,754.0,0.185,6175.0,1.472,3.2949791758284865,0.7658575202951114,0.022208993399229448,0.1304182679419734
Kepler-131 c,0.84,8.25,615.0,0.17391,5685.0,1.03,76.74047179259804,0.3324360979242877,0.0507836781902921,0.12993201228266826
Kepler-106 d,0.95,8.1,649.0,0.16063,5858.0,1.04,52.086188403640946,0.4097711817644951,0.041003576618711235,0.12962285310708263
TOI-969 c,12.4,3591.4609991,96.4,2.52,4435.0,0.671,10.385190649855446,0.4780338634597981,0.035101317691129015,0.12953616679684543
Kepler-110 c,2.21,5.52,743.0,0.198,5960.0,1.149,2.819490471205049,0.7092528454039879,0.023609846431031298,0.12940382823069857
HD 219134 c,1.511,4.36,782.0,0.0653,4699.0,0.778,6.967892964633955,0.8769378529824826,0.01906321394597486,0.12929521997633522
